gamma;family;category;brand;reference;ean13;stock;description;details;wholesale_price;image;energy_class_png;energy_class_string
"Pequenos Domesticos";Pequeno-almoço;"Maquinas De Cafe";Black&decker;560050;8432406200012;1;"Maquina Cafe Black&decker BXCO-1200-E CX.2";"Potência: 1200 W<br />  Pressão: 15 Bares<br />  Sistema: Expresso<br />  Seletor com controlo iluminado para selecionar as funções de café ou de vapor<br />  Sistema de coexistência térmica<br />  Placa de aquecimento em aço inoxidável<br />  Saída de vapor<br />  2 filtros de café em aço inoxidável<br />  Tabuleiro amovível com escorredor em aço inoxidável<br />  Painel frontal em aço inoxidável<br />  Cor: Preto";70,83;https://www.orima.pt/backoffice/img/front/prods/8432406200012/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406200012/8432406200012.png;
"Pequenos Domesticos";Cozinha;Liquidificadores;Black&decker;560103;8432406120020;1;"Liquidificador Black&decker BXJB-800-E CX.4";"Potência: 800 W<br />  Nº de Velocidades: 2 + Pulse<br />  Reservatório: 1,5 L<br />  Lâmina: Aço inoxidável<br />  Cor: Titanium<br />  Acessórios Incluídos: Copo de medida: 50 ml";27,21;https://www.orima.pt/backoffice/img/front/prods/8432406120020/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406120020/8432406120020.png;
"Pequenos Domesticos";Cozinha;Varinhas;Black&decker;560301;8432406160033;2;"Varinha Black&decker BXHB-1000-E CX.6";"Potência: 1000 W<br />  Nº de Velocidades: 20 + Turbo<br />  4 lâminas de aço inoxidável<br />  Copo de medição<br />  Tipo de Pé: Inox<br />  Cor: Preto<br />  ";21,76;https://www.orima.pt/backoffice/img/front/prods/8432406160033/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406160033/8432406160033.png;
"Pequenos Domesticos";Cozinha;Varinhas;Black&decker;560302;8432406160040;2;"Varinha Black&decker BXHBA-1000-E CX.6";"Potência: 1000 W<br />  Nº de Velocidades: 20 + Turbo<br />  Copo de medição<br />  Picador<br />  Tipo de Pé: Inox<br />  Cor: Preto";27,21;https://www.orima.pt/backoffice/img/front/prods/8432406160040/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406160040/8432406160040.png;
"Pequenos Domesticos";Roupa;"Ferros Com Caldeira";Black&decker;560401;8432406180017;2;"Ferro Caldeira Black&decker BXSS-2200-E CX.2";"Potência: 2200 W<br />  Base: Cerâmica<br />  Autonomia: Ilimitada horas<br />  Vapor Constante: 120 gr./min.<br />  Reservatório: 1,4 L<br />  Cor: Preto";49,02;https://www.orima.pt/backoffice/img/front/prods/8432406180017/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406180017/8432406180017.png;
"Pequenos Domesticos";Roupa;"Ferros De Engomar A Vapor";Black&decker;560450;8432406180079;1;"Ferro Black&decker BXIR-2200-E CX.6";"Potência: 2200 W<br />  Base: Aço inoxidável<br />  Vapor Constante: 30 gr./min.<br />  Produção Máx. Vapor: 120 gr./min.<br />  Ponta de precisão<br />  Filtro anticalcário<br />  Cor:Branco / Azul";10,84;https://www.orima.pt/backoffice/img/front/prods/8432406180079/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406180079/8432406180079.png;
"Pequenos Domesticos";Roupa;"Ferros De Engomar A Vapor";Black&decker;560451;8432406180130;2;"Ferro Black&decker BXIR-2402-E CX.6";"Potência: 2400 W<br />  Base: Aço inoxidável<br />  Vapor Constante: 35 gr./min.<br />  Produção Máx. Vapor: 140 gr./min.<br />  Reservatório: 370 ml<br />  Ponta de precisão<br />  Filtro anticalcário<br />  Sistema anti-gota<br />  Cor: Branco / Azul";16,31;https://www.orima.pt/backoffice/img/front/prods/8432406180130/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406180130/8432406180130.png;
"Pequenos Domesticos";Roupa;"Ferros De Engomar A Vapor";Black&decker;560452;8432406180147;2;"Ferro Black&decker BXIR-2602-E CX.6";"Potência: 2600 W<br />  Base:Aço inoxidável<br />  Vapor Constante: 40 gr./min.<br />  Produção Máx. Vapor: 160 gr./min.<br />  Reservatório: 370 ml<br />  Ponta de precisão<br />  Filtro anticalcário<br />  Sistema anti-gota<br />  Cor:Branco / Rosa";21,76;https://www.orima.pt/backoffice/img/front/prods/8432406180147/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406180147/8432406180147.png;
"Pequenos Domesticos";Roupa;"Ferros De Engomar A Vapor";Black&decker;560453;8432406180154;2;"Ferro Black&decker BXIR-2802-E CX.6";"Potência: 2800 W<br />  Base: Anodizada<br />  Vapor Constante: 45 gr./min.<br />  Produção Máx. Vapor:180 gr./min.<br />  Reservatório:370 ml<br />  Ponta de precisão<br />  Filtro anticalcário<br />  Sistema anti-gota<br />  Sistema de fecho automático<br />  Cor: Branco / Preto";27,21;https://www.orima.pt/backoffice/img/front/prods/8432406180154/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406180154/8432406180154.png;
"Pequenos Domesticos";Roupa;"Ferros De Engomar A Vapor";Black&decker;560454;8432406180116;2;"Ferro Black&decker BXIR-2401-E CX.4";"Potência: 2400 W<br />  ";38,11;https://www.orima.pt/backoffice/img/front/prods/8432406180116/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406180116/8432406180116.png;
"Pequenos Domesticos";Roupa;"Ferros De Engomar A Vapor";Black&decker;560455;8432406180192;2;"Ferro Black&decker BXIR-3000-E CX.6";"Potência: 3000 W<br />  Base: Cerâmica<br />  Vapor Constante: 45 gr./min.<br />  Produção Máx. Vapor: 200 gr./min.<br />  Reservatório: 420 ml<br />  Cor: Preto<br />  Características :Ponta de precisão<br />  Sistema anticalcário<br />  Sistema de desligamento automático<br />  Sistema anti-gota<br />  Pega confortável";21,76;https://www.orima.pt/backoffice/img/front/prods/8432406180192/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406180192/8432406180192.png;
"Pequenos Domesticos";Cozinha;Centrifugadoras;Black&decker;560501;8432406240025;1;"Centrifugadora Black&decker BXJE-600-E CX.4";"Potência: 600 W<br />  Nº de Velocidades: 2<br />  Reservatório: 0,55 L<br />  Diâmetro do tubo de alimentação: 62 mm<br />  Depósito de polpa: 1,2 L<br />  Filtro e lâminas de aço inoxidável<br />  Sistema de bloqueio de segurança<br />  Pés de borracha<br />  Cor: Aço inox";32,66;https://www.orima.pt/backoffice/img/front/prods/8432406240025/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406240025/8432406240025.png;
"Pequenos Domesticos";Cozinha;"Espremedores De Citrinos";Black&decker;560550;8432406240056;1;"Espremedor Black&decker BXCJ-100-E CX.6";"Potência: 100 W<br />  Alavanca de pressão em alumínio<br />  Pressão contínua<br />  Filtro em aço inoxidável<br />  Sistema anti-gota<br />  Pés de borracha<br />  Acessórios Incluídos: 2 cones<br />  Cor: Aço inoxidável";29,93;https://www.orima.pt/backoffice/img/front/prods/8432406240056/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406240056/8432406240056.png;
"Pequenos Domesticos";Pequeno-almoço;"Jarros Electricos";Black&decker;560602;8432406580046;2;"Jarro Black&decker BXKE-2201-E CX.6";"Potência:2200 W<br />  Capacidade:1,7 Litros<br />  Cor:Aço inoxidável<br />  Características:Resistencia oculta<br />  Filtro lavável extraível<br />  Indicador do nível de água<br />  Indicador luminoso de funcionamento<br />  Desliga automaticamente<br />  Rotaçao 360 graus";16,31;https://www.orima.pt/backoffice/img/front/prods/8432406580046/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406580046/8432406580046.png;
Climatizaçao;"Ar Condicionado";"Ar Condicionado Portatil";Black&decker;560803;8432406560024;2;"ar Condicionado Black&decker BXAC-9000-E";"Potência: 1.010 W<br />  3 velocidades<br />  Controlo remoto<br />  Dimensões (LxP): 520x380 mm<br />  Apenas refrigeração<br />  Área: 28 m3";333,24;https://www.orima.pt/backoffice/img/front/prods/8432406560024/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406560024/8432406560024.png;
Climatizaçao;"Ambiente - Portatil, Pellets e Lenha";Desumidificadores;Black&decker;560811;8432406540002;2;"Desumidificador Black&decker BXDH-12-L";"Potência:175 W<br />  Reservatório:1,8 L<br />  Humi/Desumidificação:12 L/24H<br />  Cor:Branco<br />  Características:Sistema de drenagem contínuo<br />  Temporizador 24 horas<br />  Filtro removível e lavável<br />  Função de secagem de roupas";108,51;https://www.orima.pt/backoffice/img/front/prods/8432406540002/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406540002/8432406540002.png;
Climatizaçao;"Ambiente - Portatil, Pellets e Lenha";Termoventiladores;Black&decker;560902;8432406460058;2;"Termoventilador Black&decker BXSH-2001-E";"2 configurações de calor (1000W / 2000W) e termostato ajustável para máxima comodidade.<br />  Modo ventilador para circulação de ar e refrescar a casa.<br />  Função de segurança de desligar automático para evitar sobreaquecimento.<br />  Adequado para aquecer áreas até 15m2.<br />  Versátil de dupla posição - vertical ou horizontal<br />  Silencioso";17,46;https://www.orima.pt/backoffice/img/front/prods/8432406460058/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406460058/8432406460058.png;
Climatizaçao;"Ambiente - Portatil, Pellets e Lenha";Termoventiladores;Black&decker;560903;8432406460034;2;"Termoventilador Black&decker BXSH-2003-E CX.6";"2 modos de funcionamento (1000W / 2000W) e  termostato ajustável para aquecer de forma rápida e eficiente.<br />  Modo ventilador para criar circulação de ar e refrescar a casa.<br />  Desliga-se automaticamente se se tombar ou em caso de sobreaquecimento.<br />  Asa incorporada para um transporte mais cómodo. <br />  Perfeito para aquecer áreas até 15m2.<br />  Medidas: 21.5 x 10 x 21 cm<br />  ";16,81;https://www.orima.pt/backoffice/img/front/prods/8432406460034/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406460034/8432406460034.png;
Climatizaçao;"Ambiente - Portatil, Pellets e Lenha";Termoventiladores;Black&decker;560904;8432406460041;1;"Termoventilador Black&decker BXSH-1500-E CX.6";"2 modos de funcionamento (1000W / 2000W) e  termostato ajustável para aquecer de forma rápida e eficiente.<br />  Modo ventilador para criar circulação de ar e refrescar a casa.<br />  Desliga-se automaticamente se se tombar ou em caso de sobreaquecimento.<br />  Asa incorporada para um transporte mais cómodo. <br />  Perfeito para aquecer áreas até 15m2.<br />  Medidas: 21.5 x 10 x 21 cm<br />  ";19,41;https://www.orima.pt/backoffice/img/front/prods/8432406460041/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406460041/8432406460041.png;
Climatizaçao;"Ambiente - Portatil, Pellets e Lenha";Convectores;Black&decker;560909;8432406350038;2;"Aquecedor Mural Black&decker BXCSH-1200-E CX.1";"1200W.<br />  Apto para banhos. Resistência à humidade IP24.<br />  Pode-se montar na parede.<br />  Programação semanal e diária para máxima comodidade e flexibilidade.<br />  Painel digital para uma fácil seleção da temperatura.<br />  Inclui pés e suporte de parede.<br />  Totalmente seguro. Desliga-se de forma automática em caso de sobreaquecimento.<br />  Medidas: 66 x 8 x 40 cm";49,28;https://www.orima.pt/backoffice/img/front/prods/8432406350038/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406350038/8432406350038.png;
Climatizaçao;"Ambiente - Portatil, Pellets e Lenha";"Irradiadores De Mica";Black&decker;560911;843406350083;2;"Radiador Mica Black&decker BXMRA-1500-E CX.1";"2 configurações de calor (750 / 1500W) e termostato ajustável para criar a temperatura perfeita.<br />  A asa incorporada garante um fácil transporte.<br />  Totalmente seguro. Desliga-se forma automática em caso de sobreaquecimento.<br />  Extremadamente compacto e fácil de  arrumar. <br />  Medidas: 65 x 19,5 x 29 cm.<br />  ";49,28;https://www.orima.pt/backoffice/img/front/prods/843406350083/1.jpg;https://www.orima.pt/backoffice/img/front/prods/843406350083/843406350083.png;
Climatizaçao;"Ambiente - Portatil, Pellets e Lenha";"Irradiadores A Oleo";Black&decker;560913;8432406350069;1;"Radiador Oleo Black&decker BXRA-2000-E";"2 configurações de calor e termostato ajustável para disfrutar de uma temperatura perfeita e optimizar el consumo de energia.<br />  Sistema para enrolar e armazenar o cabo poupando espaço.<br />  Dispõe de uma asa ergonómica e rodas multidirecionais que permitem mudá-lo comodamente.<br />  Indicador luminoso de ligado.<br />  Totalmente seguro. Desliga-se de forma automática em caso de sobreaquecimento.<br />  11 elementos com una largura de 140mm.<br />  Medidas: 53 x 14 x 56.5 cm<br />  ";38,89;https://www.orima.pt/backoffice/img/front/prods/8432406350069/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406350069/8432406350069.png;
"Pequenos Domesticos";Casa;"Aspiradores Verticais";Black&decker;561202;8432406480032;2;"Aspirador Black&decker BXVMS-600-E";"Potência: 600 W<br />  Reservatório: 800 ml<br />  Características: Sistema ciclónico<br />  Tubo de extensão de alumínio<br />  Pré-filtro de aço inoxidável + filtro HEPA<br />  Triplo sistema de filtragem<br />  Escova articulada, fácil de manobrar<br />  Cor: Azul";38,11;https://www.orima.pt/backoffice/img/front/prods/8432406480032/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406480032/8432406480032.png;
"Pequenos Domesticos";Cozinha;Torradeiras;Black&decker;561301;8432406600072;2;"Torradeira Black&decker BXTO-1000-E CX.4";"Potência 900 W<br />  Voltagem de entrada AC 220 - 240 V<br />  1 ranhura longa<br />  Função de re-aquecimento<br />  Função de descongelamento<br />  Tabuleiro de migalhas removível<br />  Tipo de controlo Botões<br />  Material do corpo do produto Metal";24,48;https://www.orima.pt/backoffice/img/front/prods/8432406600072/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8432406600072/8432406600072.png;
"Maquinas Roupa";"Maquinas Lavar Roupa";"Maquinas Lavar Roupa 8kg";Candy;570102;8059019004624;2;"Maquina Lavar Roupa Candy CSO-1285-TE";"R.P.M.:1200<br />  Capacidade Lavagem:8 Kg<br />  Tambor:Aço inoxidável<br />  Classe Energética:A+++<br />  Eficiência Lavagem:A<br />  Eficiência Centrifugação:B<br />  Altura:85 cm<br />  Largura:60 cm<br />  Profundidade:52 cm<br />  Cor:Branco<br />  Características:Display digital multifunções (Kg Detector)<br />  Assistente de voz Talking Candy<br />  Indicador digital de contagem remanescente<br />  Programador eletrónico soft e bidirecional<br />  Teclas: Start / Pause, Rápidos / grau sujidade, Seleção centrifugação, Seleção temperatura<br />  WiFi + Bluetooth<br />  Início diferido de 1 a 24 h<br />  Programas especiais<br />  Active Motion System<br />  Vapor<br />  Capacidade variável automática (Fuzzy Logic)<br />  Bloqueio porta<br />  Proteção anti-transbordo<br />  Sensor anti-espuma<br />  Classe energética D";203,25;https://www.orima.pt/backoffice/img/front/prods/8059019004624/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8059019004624/8059019004624.png;D
Frio;"Congeladores Verticais";"Congeladores Verticais <120cm";Candy;570242;8059019021645;1;"Congelador Vertical Candy CCTUS-544-WHN";"Localização dos comandos	Painel de controlo exterior<br />  Comandos	Standard<br />  Temperatura ajustável	Sim<br />  Cor do corpo	Branco<br />  Dobradiça da porta	Direita<br />  Material das gavetas	Plastica trasparente<br />  Cor das pegas	Metal<br />  Número de covetes para gelo	Nulo<br />  Luz	Assente<br />  Número de gavetas/cestos	4<br />  Classe climática	N-ST<br />  Consumo de energia (kWh/24 h)	0,378<br />  Período de armazenamento em caso de falha de energia (h)	16<br />  Consumo anual de energia	138<br />  Classe de eficiência energética E<br />  Capacidade de congelação (kg / 24h) - NOVO (2010/30 / CE)	4<br />  Nível de ruído dB(A) re 1 pW	40<br />  Capacidade líquida total (l)	82<br />  Capacidade bruta total da unidade (l)	85<br />  Profundidade (mm)	580<br />  Altura (mm)	850<br />  ";163,83;https://www.orima.pt/backoffice/img/front/prods/8059019021645/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8059019021645/8059019021645.png;E
Industrial;Hotelaria;"Vitrines Arrefecedoras Encastre";Candy;570298;8016361916548;2;"Garrafeira Candy CCVB-30";"Volume útil: 58 l<br />  Capacidade total para garrafas: 19<br />  Classe de eficiência energética: G<br />  Cor: Preto<br />  Zonas de temperatura Mono Zona<br />  Descongelação Automática <br />  Comandos Digitais<br />  Indicador luminoso On/off<br />  Número de prateleiras: 6<br />  Prateleira inferior removível<br />  Número de portas: 1<br />  Material das prateleiras: Madeira<br />  Luz Interior: LED (0,25 w)<br />  Classe de eficiência energética. B<br />  Consumo de energia (etiqueta nova): 0,464 kWh<br />  Consumo de energia anual (etiqueta nova): 169 kWh<br />  Nível de ruído (actual): 39 dBA<br />  Temperatura atingida no interior: 5º - 22º C<br />  Temperatura ambiente Min/Máx: 38º C<br />  Nº de pés ajustáveis: (813-883 mm)<br />  Dimensões (AxLxP): 875x295x570 mm<br />  Dimensões encastre (AxLxP): 813x305x570 mm<br />  Encastre";248,37;https://www.orima.pt/backoffice/img/front/prods/8016361916548/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8016361916548/8016361916548.png;G
Frio;"Frigorificos 1 Porta";"Frigorificos 1p Cooler <120cm";Candy;570344;8059019018324;2;"Frigorifico Candy CCTLS-542-WHN";"Volume total útil: 125L<br />  Tecnologia - tradicional<br />  Sem Congelador<br />  Sistema de descongelação do frigorífico - Automática<br />  Comandos - por botão<br />  Iluminação por LED no interior<br />  Nº de prateleiras em vidro ajustáveis - 2 (com perfil em branco)<br />  Nº de prateleiras transparentes na porta - 3<br />  Nº de gavetas para frutos e vegetais - 1<br />  Kit indêntificação da bactéria ""Lysteria""<br />  Consumo de energia em 24h - 0,318 kWh<br />  Consumo de energia anual (nova etiqueta) - 116 kWh<br />  Nível de ruído (nova) - 40 dBA<br />  Classe climática - ST (18º-38ºC)<br />  Gás refrigerante - R600a<br />  2 Pés<br />  Porta reversível<br />  Número de compressores - 1<br />  Consumo de energia quando comparado com produtos classe A -20%<br />  Cor / material da porta/corpo: Branco<br />  Pegas das portas - Externas em metal<br />  Classe de eficiência energética F<br />  Dimensões do Produto A850xL550xP580 mm<br />  Side By Side - CCTUS 542 WH";130,04;https://www.orima.pt/backoffice/img/front/prods/8059019018324/1.jpg;https://www.orima.pt/backoffice/img/front/prods/8059019018324/8059019018324.png;F
